DC_DIST,SECTOR,DISPATCH_DATE_TIME,DISPATCH_DATE,DISPATCH_TIME,HOUR,DC_KEY,LOCATION_BLOCK,UCR_GENERAL,OBJECTID,TEXT_GENERAL_CODE,POINT_X,POINT_Y,SHAPE
01,E,2006-03-30 11:07:00,2006-03-30,11:07:00,,200601011099,2300 BLOCK S BROAD ST,600,28745993,Theft from Vehicle,-75.17037445,39.92186498,28693006
01,E,2006-03-31 02:41:00,2006-03-31,02:41:00,,200601011182,2200 BLOCK S 15TH ST,300,28837870,Robbery No Firearm,-75.1717211,39.92328248,28784883
01,I,2006-03-31 06:36:00,2006-03-31,06:36:00,,200601011189,1900 BLOCK HARTRANFT ST,600,28746574,Theft from Vehicle,-75.18222446,39.90918794,28693587
01,F,2006-03-31 08:50:00,2006-03-31,08:50:00,,200601011199,S 21ST ST /RITNER ST,300,28740863,Robbery No Firearm,-75.18196768,39.9221247,28687876
01,K,2006-03-31 14:01:00,2006-03-31,14:01:00,,200601011235,2300 BLOCK OREGON AVE,600,28748883,Thefts,-75.18699961,39.91883469,28695896
01,B,2006-03-31 15:25:00,2006-03-31,15:25:00,,200601011250,1800 BLOCK S 20TH ST,400,28767072,Aggravated Assault Firearm,-75.17861211,39.92877794,28714085
01,C,2006-03-31 18:59:00,2006-03-31,18:59:00,,200601011271,1900 BLOCK S CROSKEY ST,400,28791674,Aggravated Assault No Firearm,-75.18299341,39.92797678,28738687
01,B,2006-03-31 20:34:00,2006-03-31,20:34:00,,200601011294,2800 BLOCK S 20TH ST,600,28741305,Theft from Vehicle,-75.18126683,39.91663023,28688318
01,C,2006-04-01 00:08:00,2006-04-01,00:08:00,,200601011323,1800 BLOCK S 24TH ST,300,28748411,Robbery Firearm,-75.18534343,39.92942513,28695424
01,J,2006-04-01 13:30:00,2006-04-01,13:30:00,,200601011397,2400 BLOCK S 24TH ST,600,28748280,Thefts,-75.18697725,39.92192299,28695293
01,K,2006-04-01 15:23:00,2006-04-01,15:23:00,,200601011406,2300 BLOCK OREGON AVE,600,28748884,Thefts,-75.18699961,39.91883469,28695897
01,B,2006-04-01 16:05:00,2006-04-01,16:05:00,,200601011408,S 22ND ST /SNYDER AVE,100,28762674,Homicide - Criminal,-75.18274594,39.92606773,28709687
01,A,2006-04-01 17:37:00,2006-04-01,17:37:00,,200601011428,1700 BLOCK MOORE ST,700,28741892,Motor Vehicle Theft,-75.17381496,39.92863046,28688905
01,E,2006-04-01 20:17:00,2006-04-01,20:17:00,,200601011445,1400 BLOCK RITNER ST,700,28741893,Motor Vehicle Theft,-75.17090801,39.9206613,28688906
01,E,2006-04-02 09:19:00,2006-04-02,09:19:00,,200601011532,1700 BLOCK W PASSYUNK AVE,600,28741295,Thefts,-75.17466383,39.92458177,28688308
01,F,2006-04-02 18:31:00,2006-04-02,18:31:00,,200601011586,2100 BLOCK S BEECHWOOD ST,600,28739028,Theft from Vehicle,-75.18216887,39.92577481,28686041
01,J,2006-04-02 20:06:00,2006-04-02,20:06:00,,200601011594,2300 BLOCK OREGON AVE,600,28765902,Thefts,-75.18605724,39.91874807,28712915
01,B,2006-04-03 09:17:00,2006-04-03,09:17:00,,200601011664,S 19TH ST /SNYDER AVE,700,28741894,Motor Vehicle Theft,-75.17767269,39.92539975,28688907
01,J,2006-04-03 10:55:00,2006-04-03,10:55:00,,200601011669,2500 BLOCK JACKSON ST,600,28886192,Thefts,-75.18829794,39.92548283,28833205
01,E,2006-04-03 20:23:00,2006-04-03,20:23:00,,200601011724,1700 BLOCK SNYDER AV,500,28758378,Burglary Residential,-75.17546024,39.92507294,28705391
01,E,2006-04-04 15:45:00,2006-04-04,15:45:00,,200601011789,1500 BLOCK WOLF ST,600,28780183,Thefts,-75.17194402,39.9220744,28727196
01,I,2006-04-05 09:43:00,2006-04-05,09:43:00,,200601011867,S 20TH ST & PATTISON AV,700,28736098,Recovered Stolen Motor Vehicle,-75.18339074,39.90662669,28683111
01,N,2006-04-05 09:35:00,2006-04-05,09:35:00,,200601011869,1700 BLOCK LANGLEY AVE,600,28800354,Thefts,-75.18174568,39.89705438,28747367
01,D,2006-04-05 17:26:00,2006-04-05,17:26:00,,200601011916,1800 BLOCK S 29TH ST,600,28744936,Theft from Vehicle,-75.1935089,39.93024785,28691949
01,E,2006-04-06 07:15:00,2006-04-06,07:15:00,,200601012004,2500 BLOCK S BANCROFT ST,600,28873941,Theft from Vehicle,-75.17465003,39.91985467,28820954
01,D,2006-04-06 13:10:00,2006-04-06,13:10:00,,200601012030,2500 BLOCK S NEWKIRK ST,700,28741895,Motor Vehicle Theft,-75.19429812,39.92172526,28688908
01,J,2006-04-06 14:07:00,2006-04-06,14:07:00,,200601012033,2100 BLOCK MARSTON TER,700,28741896,Motor Vehicle Theft,-75.19198663,39.92611756,28688909
01,L,2006-04-06 16:43:00,2006-04-06,16:43:00,,200601012046,1400 BLOCK PATTISON AV,600,28745267,Thefts,-75.17418861,39.90540592,28692280
01,F,2006-04-06 17:44:00,2006-04-06,17:44:00,,200601012060,2500 BLOCK S 20TH ST,500,28881421,Burglary Residential,-75.18043696,39.92032177,28828434
01,F,2006-04-07 00:08:00,2006-04-07,00:08:00,,200601012091,1900 BLOCK JACKSON ST,600,28790680,Thefts,-75.17793675,39.92422293,28737693
01,J,2006-04-07 10:00:00,2006-04-07,10:00:00,,200601012121,2500 BLOCK W PASSYUNK AV,700,28732005,Recovered Stolen Motor Vehicle,-75.18892125,39.92192252,28679018
01,G,2006-04-07 10:44:00,2006-04-07,10:44:00,,200601012128,2800 BLOCK S 18TH ST,500,28852267,Burglary Non-Residential,-75.1780666,39.9163196,28799280
01,E,2006-04-07 13:51:00,2006-04-07,13:51:00,,200601012141,2000 BLOCK RITNER ST,700,28811685,Motor Vehicle Theft,-75.18117947,39.92198375,28758698
01,B,2006-04-08 08:23:00,2006-04-08,08:23:00,,200601012267,2000 BLOCK MOORE ST,600,28768326,Theft from Vehicle,-75.1795113,39.92937653,28715339
01,F,2006-04-08 09:43:00,2006-04-08,09:43:00,,200601012273,2200 BLOCK S BEECHWOOD ST,300,28755873,Robbery No Firearm,-75.18251371,39.92473022,28702886
01,B,2006-04-08 16:10:00,2006-04-08,16:10:00,,200601012293,2000 BLOCK S CLEVELAND ST,700,28732006,Recovered Stolen Motor Vehicle,-75.17648793,39.92633908,28679019
01,J,2006-04-08 17:25:00,2006-04-08,17:25:00,,200601012299,S 24TH ST /W PASSYUNK AV,600,28748281,Thefts,-75.18727237,39.92226385,28695294
01,A,2006-04-08 20:10:00,2006-04-08,20:10:00,,200601012313,1900 BLOCK S 15TH ST,700,28883834,Recovered Stolen Motor Vehicle,-75.1709109,39.92701423,28830847
01,E,2006-04-09 14:03:00,2006-04-09,14:03:00,,200601012406,S BROAD /JACKSON ST,700,28741897,Motor Vehicle Theft,-75.17002648,39.92314711,28688910
01,F,2006-04-10 05:49:00,2006-04-10,05:49:00,,200601012503,2200 BLOCK S BEECHWOOD ST,700,28741898,Motor Vehicle Theft,-75.18250899,39.92423663,28688911
01,F,2006-04-10 11:57:00,2006-04-10,11:57:00,,200601012516,1800 BLOCK WOLF ST,600,28745268,Thefts,-75.17669737,39.92268193,28692281
01,E,2006-04-10 12:01:00,2006-04-10,12:01:00,,200601012518,2300 BLOCK S CARLISLE ST,700,28732007,Recovered Stolen Motor Vehicle,-75.17144701,39.92151869,28679020
01,J,2006-04-11 08:19:00,2006-04-11,08:19:00,,200601012606,S 27TH ST /JACKSON ST,600,28745269,Thefts,-75.19149137,39.92523752,28692282
01,D,2006-04-11 15:14:00,2006-04-11,15:14:00,,200601012642,2800 BLOCK SNYDER AV,600,28745270,Thefts,-75.19288252,39.9273191,28692283
01,K,2006-04-11 16:22:00,2006-04-11,16:22:00,,200601012656,2300 BLOCK OREGON AVE,600,28748885,Thefts,-75.18699961,39.91883469,28695898
01,B,2006-04-11 16:41:00,2006-04-11,16:41:00,,200601012662,1800 BLOCK SIGEL ST,400,28747337,Aggravated Assault No Firearm,-75.17552572,39.92803169,28694350
01,E,2006-04-11 22:25:00,2006-04-11,22:25:00,,200601012716,1500 BLOCK SNYDER AVE,300,28755874,Robbery No Firearm,-75.17139979,39.92456326,28702887
01,F,2006-04-12 00:07:00,2006-04-12,00:07:00,,200601012726,1900 BLOCK SHUNK ST,300,28755875,Robbery No Firearm,-75.17905265,39.91915089,28702888
01,B,2006-04-12 00:25:00,2006-04-12,00:25:00,,200601012730,S 20TH ST /SNYDER AVE,400,28723725,Aggravated Assault No Firearm,-75.17924556,39.92561535,28670738
01,D,2006-04-12 06:56:00,2006-04-12,06:56:00,,200601012750,29TH & SNYDER AVE,600,28758741,Thefts,-75.1941548,39.92751529,28705754
01,J,2006-04-12 12:34:00,2006-04-12,12:34:00,,200601012774,S 24TH ST /OREGON AVE,600,28765421,Thefts,,,28712434
01,A,2006-04-12 13:32:00,2006-04-12,13:32:00,,200601012779,1400 BLOCK MIFFLIN ST,600,28744937,Theft from Vehicle,-75.16926111,39.92677751,28691950
01,J,2006-04-12 17:36:00,2006-04-12,17:36:00,,200601012801,2400 BLOCK DURFOR ST,700,28732008,Recovered Stolen Motor Vehicle,-75.18727875,39.92363458,28679021
01,B,2006-04-12 20:17:00,2006-04-12,20:17:00,,200601012819,1800 BLOCK S 21ST ST,400,28767073,Aggravated Assault Firearm,-75.18048061,39.92873677,28714086
01,A,2006-04-12 23:52:00,2006-04-12,23:52:00,,200601012846,S 16TH ST /MC KEAN ST,300,28755876,Robbery No Firearm,-75.17268306,39.92602709,28702889
01,I,2006-04-13 04:04:00,2006-04-13,04:04:00,,200601012861,3200 BLOCK S 17TH ST,500,28747465,Burglary Residential,-75.17742536,39.90923833,28694478
01,E,2006-04-13 09:28:00,2006-04-13,09:28:00,,200601012875,1400 BLOCK SNYDER AV,700,28740315,Recovered Stolen Motor Vehicle,-75.16977248,39.92437827,28687328
01,A,2006-04-13 16:37:00,2006-04-13,16:37:00,,200601012931,1400 BLOCK MIFFLIN ST,600,28745623,Theft from Vehicle,-75.16926111,39.92677751,28692636
01,J,2006-04-13 22:28:00,2006-04-13,22:28:00,,200601012986,2300 BLOCK BAILEY TER,400,28742067,Aggravated Assault Firearm,-75.19020838,39.92385506,28689080
01,J,2006-04-14 13:33:00,2006-04-14,13:33:00,,200601013091,2400 BLOCK S 24TH ST,600,28745599,Thefts,-75.18697725,39.92192299,28692612
01,F,2006-04-14 14:27:00,2006-04-14,14:27:00,,200601013092,2100 BLOCK S 21ST ST,700,28740316,Recovered Stolen Motor Vehicle,-75.18113639,39.92571931,28687329
01,E,2006-04-14 19:36:00,2006-04-14,19:36:00,,200601013131,S 18TH ST / PORTER ST,300,28766144,Robbery No Firearm,-75.17717007,39.92022761,28713157
01,E,2006-04-14 21:48:00,2006-04-14,21:48:00,,200601013146,1600 BLOCK JACKSON ST,700,28740317,Recovered Stolen Motor Vehicle,-75.17325476,39.92352668,28687330
01,F,2006-04-14 22:49:00,2006-04-14,22:49:00,,200601013158,2100 BLOCK S 19TH ST,600,28769315,Thefts,-75.17773446,39.92536983,28716328
01,D,2006-04-15 10:52:00,2006-04-15,10:52:00,,200601013233,2800 BLOCK CANTRELL ST,600,28736551,Thefts,-75.19359941,39.92701667,28683564
01,J,2006-04-15 15:59:00,2006-04-15,15:59:00,,200601013276,S 24TH ST /W PASSYUNK AVE,500,28745111,Burglary Non-Residential,-75.18727237,39.92226385,28692124
01,L,2006-04-15 17:20:00,2006-04-15,17:20:00,,200601013278,3600 BLOCK S BROAD ST,600,28751015,Theft from Vehicle,-75.17421399999999,39.90537127,28698028
01,J,2006-04-15 18:32:00,2006-04-15,18:32:00,,200601013287,2400 BLOCK SNYDER AVE,600,28838081,Thefts,-75.18640997,39.92649666,28785094
01,K,2006-04-15 19:48:00,2006-04-15,19:48:00,,200601013301,2300 BLOCK OREGON AVE,600,28742819,Thefts,-75.18699961,39.91883469,28689832
01,J,2006-04-16 09:40:00,2006-04-16,09:40:00,,200601013390,2300 BLOCK S 23RD ST,600,28736552,Thefts,-75.18508075,39.92347967,28683565
01,C,2006-04-16 12:18:00,2006-04-16,12:18:00,,200601013403,2400 BLOCK REED ST,700,28740318,Recovered Stolen Motor Vehicle,-75.1842132,39.93500393,28687331
01,J,2006-04-16 16:43:00,2006-04-16,16:43:00,,200601013422,2200 BLOCK S 27TH ST,700,28740319,Recovered Stolen Motor Vehicle,-75.19153473,39.92521027,28687332
01,J,2006-04-16 18:38:00,2006-04-16,18:38:00,,200601013430,2400 BLOCK RITNER ST,600,28736553,Thefts,-75.18828556,39.92291228,28683566
01,J,2006-04-16 21:22:00,2006-04-16,21:22:00,,200601013448,S 25TH ST /FITZGERALD ST,600,28743156,Thefts,-75.18854722,39.92344057,28690169
01,B,2006-04-17 11:49:00,2006-04-17,11:49:00,,200601013516,2100 BLOCK S 20TH ST,300,28792448,Robbery Firearm,-75.17919934,39.9255714,28739461
01,J,2006-04-17 14:52:00,2006-04-17,14:52:00,,200601013533,2300 BLOCK OREGON AVE,300,28815131,Robbery No Firearm,-75.18605724,39.91874807,28762144
01,G,2006-04-18 02:10:00,2006-04-18,02:10:00,,200601013599,2700 BLOCK S BROAD ST,700,28740320,Recovered Stolen Motor Vehicle,-75.17174646,39.91552067,28687333
01,E,2006-04-18 04:05:00,2006-04-18,04:05:00,,200601013606,2300 BLOCK S 16TH ST,500,28766053,Burglary Non-Residential,-75.17354957,39.92228567,28713066
01,C,2006-04-18 12:12:00,2006-04-18,12:12:00,,200601013633,1800 BLOCK S 23RD ST,600,28838082,Thefts,-75.18365972,39.92993089,28785095
01,F,2006-04-18 17:07:00,2006-04-18,17:07:00,,200601013658,2100 BLOCK S 22ND ST,600,28736554,Thefts,-75.18286202,39.92532472,28683567
01,E,2006-04-18 17:53:00,2006-04-18,17:53:00,,200601013670,2400 BLOCK S HICKS ST,600,28887898,Thefts,-75.172952,39.92018914,28834911
01,B,2006-04-19 01:07:00,2006-04-19,01:07:00,,200601013713,S NORWOOD ST /SNYDER AVE,600,28725827,Theft from Vehicle,-75.18170081,39.9259332,28672840
01,E,2006-04-19 05:17:00,2006-04-19,05:17:00,,200601013724,2300 BLOCK S CARLISLE ST,600,28887899,Thefts,-75.17144701,39.92151869,28834912
01,E,2006-04-19 07:48:00,2006-04-19,07:48:00,,200601013731,2400 BLOCK S BANCROFT ST,600,28745624,Theft from Vehicle,-75.17436662,39.92110032,28692637
01,C,2006-04-19 14:52:00,2006-04-19,14:52:00,,200601013775,2200 BLOCK MC CLELLAN ST,400,28742068,Aggravated Assault Firearm,-75.18209862,39.92925616,28689081
01,C,2006-04-19 20:25:00,2006-04-19,20:25:00,,200601013822,1900 BLOCK S 23RD ST,700,28779271,Recovered Stolen Motor Vehicle,-75.18394477,39.92869157,28726284
01,K,2006-04-19 20:33:00,2006-04-19,20:33:00,,200601013823,2300 BLOCK OREGON AVE,600,28739416,Thefts,-75.18699961,39.91883469,28686429
01,J,2006-04-19 20:52:00,2006-04-19,20:52:00,,200601013825,2200 BLOCK OREGON AVE,600,28739417,Thefts,-75.18520617,39.91862045,28686430
01,C,2006-04-20 02:32:00,2006-04-20,02:32:00,,200601013857,2400 BLOCK MOORE ST,400,28724717,Aggravated Assault No Firearm,-75.1852662,39.93011582,28671730
01,A,2006-04-20 10:34:00,2006-04-20,10:34:00,,200601013876,2000 BLOCK S BANCROFT ST,600,28736555,Thefts,-75.17330714,39.92605933,28683568
01,A,2006-04-20 12:33:00,2006-04-20,12:33:00,,200601013894,1800 BLOCK S ROSEWOOD ST,500,28879423,Burglary Residential,-75.16981187,39.92700282,28826436
01,E,2006-04-20 18:48:00,2006-04-20,18:48:00,,200601013930,S 16TH ST /OREGON AVE,600,28838083,Thefts,-75.17460285,39.91718531,28785096
01,D,2006-04-20 19:27:00,2006-04-20,19:27:00,,200601013934,2800 BLOCK CANTRELL ST,400,28803098,Aggravated Assault No Firearm,-75.19273182,39.9268955,28750111
01,C,2006-04-21 06:56:00,2006-04-21,06:56:00,,200601013996,2000 BLOCK S 23RD ST,600,28745625,Theft from Vehicle,-75.18428409,39.92655195,28692638
01,J,2006-04-21 08:18:00,2006-04-21,08:18:00,,200601014000,2300 BLOCK RITNER ST,700,28748689,Motor Vehicle Theft,-75.1852271,39.92254291,28695702
01,B,2006-04-21 09:25:00,2006-04-21,09:25:00,,200601014006,S NORWOOD ST/ MCKEA,400,28742069,Aggravated Assault Firearm,,,28689082
01,B,2006-04-21 09:19:00,2006-04-21,09:19:00,,200601014007,S NORWOOD ST/MCKEAN,400,28742070,Aggravated Assault Firearm,-75.18143611,39.92715059,28689083
01,J,2006-04-21 15:53:00,2006-04-21,15:53:00,,200601014049,2200 BLOCK S 24TH ST,600,28736556,Thefts,-75.18629723,39.92501975,28683569
01,K,2006-04-21 19:43:00,2006-04-21,19:43:00,,200601014078,2300 BLOCK OREGON AVE,600,28742820,Thefts,-75.18673096,39.91878087,28689833
01,J,2006-04-21 20:47:00,2006-04-21,20:47:00,,200601014092,2200 BLOCK JACKSON ST,700,28748690,Motor Vehicle Theft,-75.18305258,39.9247825,28695703
01,K,2006-04-21 21:39:00,2006-04-21,21:39:00,,200601014097,2200 BLOCK OREGON AV,700,28755286,Motor Vehicle Theft,-75.18522687,39.91853796,28702299
01,C,2006-04-22 05:18:00,2006-04-22,05:18:00,,200601014137,1900 BLOCK S BONSALL ST,700,28887514,Recovered Stolen Motor Vehicle,-75.18462509,39.92764477,28834527
01,F,2006-04-22 13:53:00,2006-04-22,13:53:00,,200601014177,S 19TH ST /W PASSYUNK AVE,400,28743655,Aggravated Assault No Firearm,-75.17798505,39.92396095,28690668
01,K,2006-04-22 13:37:00,2006-04-22,13:37:00,,200601014180,2200 BLOCK OREGON AVE,600,28742821,Thefts,-75.18522687,39.91853796,28689834
01,G,2006-04-22 15:48:00,2006-04-22,15:48:00,,200601014187,1700 BLOCK PACKER AVE,700,28748691,Motor Vehicle Theft,-75.17666666,39.91234693,28695704
01,A,2006-04-22 21:55:00,2006-04-22,21:55:00,,200601014215,1900 BLOCK S 15TH ST,600,28737395,Theft from Vehicle,-75.1709311,39.92692269,28684408
01,A,2006-04-23 08:02:00,2006-04-23,08:02:00,,200601014259,1900 BLOCK S 15TH ST,600,28751016,Theft from Vehicle,-75.1709109,39.92701423,28698029
01,J,2006-04-23 14:11:00,2006-04-23,14:11:00,,200601014278,2300 BLOCK W PASSYUNK AVE,600,28742822,Thefts,-75.18606949,39.92245952,28689835
01,F,2006-04-23 16:41:00,2006-04-23,16:41:00,,200601014291,S 22ND ST /JACKSON ST,300,28783385,Robbery No Firearm,-75.18302694,39.92482186,28730398
01,C,2006-04-24 01:50:00,2006-04-24,01:50:00,,200601014371,1800 BLOCK S 23RD ST,600,28838084,Thefts,-75.18365972,39.92993089,28785097
01,F,2006-04-24 16:29:00,2006-04-24,16:29:00,,200601014415,1900 BLOCK JACKSON ST,700,28748692,Motor Vehicle Theft,-75.17854206,39.92430632,28695705
01,G,2006-04-24 17:28:00,2006-04-24,17:28:00,,200601014423,2700 BLOCK S MOLE ST,700,28748693,Motor Vehicle Theft,-75.17429383,39.91635803,28695706
01,J,2006-04-24 20:56:00,2006-04-24,20:56:00,,200601014443,2200 BLOCK S BONSALL ST,300,28726077,Robbery Firearm,-75.18533888,39.92494827,28673090
01,F,2006-04-25 09:12:00,2006-04-25,09:12:00,,200601014483,2200 BLOCK S NORWOOD ST,500,28879424,Burglary Residential,-75.18206433,39.924487740000004,28826437
01,B,2006-04-25 17:14:00,2006-04-25,17:14:00,,200601014551,1900 BLOCK HOFFMAN ST,600,28739180,Theft from Vehicle,-75.17727925,39.92739038,28686193
01,E,2006-04-25 18:05:00,2006-04-25,18:05:00,,200601014559,2100 BLOCK S BANCOFT ST,400,28744030,Aggravated Assault No Firearm,-75.17360498,39.92409076,28691043
01,C,2006-04-25 20:53:00,2006-04-25,20:53:00,,200601014593,1900 BLOCK S 23RD ST,300,28764748,Robbery Firearm,-75.18395363,39.92864891,28711761
01,B,2006-04-26 07:43:00,2006-04-26,07:43:00,,200601014640,S 18TH ST /HOFFMAN ST,600,28739181,Theft from Vehicle,-75.17566694,39.92722999,28686194
01,E,2006-04-26 13:18:00,2006-04-26,13:18:00,,200601014667,2100 BLOCK S BROAD ST,500,28838011,Burglary Non-Residential,-75.17007211,39.92319223,28785024
01,E,2006-04-26 13:59:00,2006-04-26,13:59:00,,200601014670,2300 BLOCK S BROAD ST,600,28752598,Thefts,-75.17037445,39.92186498,28699611
01,B,2006-04-26 15:42:00,2006-04-26,15:42:00,,200601014680,2000 BLOCK MIFFLIN ST,600,28887153,Thefts,-75.17982555,39.92815004,28834166
01,J,2006-04-27 00:38:00,2006-04-27,00:38:00,,200601014742,2200 BLOCK S 27TH ST,600,28748052,Thefts,-75.19125761,39.92502519,28695065
01,A,2006-04-27 08:05:00,2006-04-27,08:05:00,,200601014766,1700 BLOCK SIGEL ST,600,28749258,Theft from Vehicle,-75.17481086,39.9280365,28696271
01,K,2006-04-27 18:06:00,2006-04-27,18:06:00,,200601014818,S 2200 ST /OREGON AVE,600,28744077,Thefts,,,28691090
01,C,2006-04-28 03:44:00,2006-04-28,03:44:00,,200601014881,2300 BLOCK MIFFLIN ST,400,28744753,Aggravated Assault Firearm,-75.18464906,39.92886299,28691766
01,E,2006-04-28 16:23:00,2006-04-28,16:23:00,,200601014953,2600 BLOCK S 17TH ST,400,28743672,Aggravated Assault No Firearm,-75.17598196,39.91801539,28690685
01,D,2006-04-28 17:05:00,2006-04-28,17:05:00,,200601014957,S 30TH ST /MC KEAN ST,400,28743673,Aggravated Assault No Firearm,-75.19532443,39.92898171,28690686
01,G,2006-04-28 21:42:00,2006-04-28,21:42:00,,200601014987,1900 BLOCK OREGON AVE,700,28776910,Motor Vehicle Theft,-75.17937184,39.91775231,28723923
01,E,2006-04-29 08:16:00,2006-04-29,08:16:00,,200601015055,1500 BLOCK SNYDER AVE,700,28746364,Recovered Stolen Motor Vehicle,-75.17246259,39.92469215,28693377
01,E,2006-04-29 19:04:00,2006-04-29,19:04:00,,200601015112,2200 BLOCK S BROAD ST,500,28766544,Burglary Residential,-75.17026364,39.92235173,28713557
01,F,2006-04-29 22:50:00,2006-04-29,22:50:00,,200601015135,S 22ND ST /SHUNK ST,300,28779047,Robbery Firearm,-75.18408702,39.91984118,28726060
01,F,2006-04-29 23:45:00,2006-04-29,23:45:00,,200601015145,2100 BLOCK S 21ST ST,500,28776629,Burglary Residential,-75.18128612,39.92504509,28723642
01,F,2006-04-30 05:39:00,2006-04-30,05:39:00,,200601015185,2100 BLOCK W PASSYUNK AVE,500,28751816,Burglary Non-Residential,-75.18177125,39.92335484,28698829
01,F,2006-04-30 09:28:00,2006-04-30,09:28:00,,200601015195,2600 BLOCK S 19TH ST,700,28772535,Motor Vehicle Theft,-75.1790795,39.91914926,28719548
01,E,2006-04-30 10:26:00,2006-04-30,10:26:00,,200601015200,2500 BLOCK S 18TH ST,700,28744473,Motor Vehicle Theft,-75.17712415,39.92018329,28691486
01,J,2006-05-01 00:23:00,2006-05-01,00:23:00,,200601015259,2100 BLOCK MARSTON TER,400,28771116,Aggravated Assault No Firearm,-75.19192382,39.92600032,28718129
01,F,2006-05-01 00:58:00,2006-05-01,00:58:00,,200601015267,2100 BLOCK S 21ST ST,500,28775162,Burglary Residential,-75.18135029,39.92475614,28722175
01,F,2006-05-01 11:33:00,2006-05-01,11:33:00,,200601015298,2100 BLOCK S 21ST ST,700,28744474,Motor Vehicle Theft,-75.1813513,39.92525182,28691487
01,C,2006-05-01 12:39:00,2006-05-01,12:39:00,,200601015299,S 27TH ST /SNYDER AVE,300,28779048,Robbery Firearm,-75.19100998,39.92712566,28726061
01,F,2006-05-01 16:41:00,2006-05-01,16:41:00,,200601015318,S 22ND ST /OREGON AVE,500,28724541,Burglary Non-Residential,-75.18440515,39.91845186,28671554
01,E,2006-05-01 16:39:00,2006-05-01,16:39:00,,200601015319,2500 BLOCK S 15TH ST,600,28887154,Thefts,-75.17252864,39.91952574,28834167
01,F,2006-05-01 17:38:00,2006-05-01,17:38:00,,200601015325,2200 BLOCK S BEECHWOOD ST,600,28887155,Thefts,-75.18263584,39.92416306,28834168
01,F,2006-05-01 20:19:00,2006-05-01,20:19:00,,200601015338,2300 BLOCK S WOODSTOCK ST,600,28746954,Thefts,-75.18042143,39.92317488,28693967
01,C,2006-05-01 21:16:00,2006-05-01,21:16:00,,200601015343,1800 BLOCK S ETTING ST,600,28887156,Thefts,-75.19108478,39.93027299,28834169
01,A,2006-05-02 01:58:00,2006-05-02,01:58:00,,200601015358,1800 BLOCK S 18TH ST,600,28887157,Thefts,-75.17531502,39.92851925,28834170
01,A,2006-05-02 10:11:00,2006-05-02,10:11:00,,200601015380,1600 BLOCK MC KEAN ST,400,28743674,Aggravated Assault No Firearm,-75.17306187,39.9260314,28690687
01,B,2006-05-02 14:18:00,2006-05-02,14:18:00,,200601015401,2100 BLOCK S OPAL ST,300,28754510,Robbery No Firearm,-75.17875227,39.92550692,28701523
01,F,2006-05-02 16:08:00,2006-05-02,16:08:00,,200601015413,20TH/SHUNK  ST,300,28754511,Robbery No Firearm,-75.18057763,39.91937099,28701524
01,C,2006-05-02 20:27:00,2006-05-02,20:27:00,,200601015440,2700 BLOCK MOORE ST,600,28748053,Thefts,-75.19025596,39.93074984,28695066
01,A,2006-05-02 22:05:00,2006-05-02,22:05:00,,200601015454,S BROAD ST & SNYDER AV,700,28778259,Recovered Stolen Motor Vehicle,-75.1697474,39.92441851,28725272
01,M,2006-05-02 22:43:00,2006-05-02,22:43:00,,200601015460,4500 BLOCK S BROAD ST,400,28771117,Aggravated Assault No Firearm,-75.17536209,39.89730437,28718130
01,I,2006-05-03 02:28:00,2006-05-03,02:28:00,,200601015482,1800 BLOCK SCHLEY ST,500,28838012,Burglary Non-Residential,-75.17795102,39.91187548,28785025
01,C,2006-05-03 07:31:00,2006-05-03,07:31:00,,200601015493,1900 BLOCK S 22ND ST,500,28745107,Burglary Non-Residential,-75.18252757,39.9273227,28692120
01,J,2006-05-03 09:28:00,2006-05-03,09:28:00,,200601015506,2100 BLOCK TANEY TER,400,28744754,Aggravated Assault Firearm,-75.19092288,39.92624582,28691767
01,J,2006-05-03 08:47:00,2006-05-03,08:47:00,,200601015507,2100 BLOCK TANEY TER,400,28744755,Aggravated Assault Firearm,-75.19092288,39.92624582,28691768
01,J,2006-05-03 09:12:00,2006-05-03,09:12:00,,200601015511,2500 BLOCK JACKSON ST,500,28776280,Burglary Residential,-75.1882683,39.92547878,28723293
01,J,2006-05-03 12:00:00,2006-05-03,12:00:00,,200601015523,2400 BLOCK S 23RD ST,500,28765820,Burglary Non-Residential,-75.18525434,39.92211996,28712833
01,E,2006-05-03 12:59:00,2006-05-03,12:59:00,,200601015529,1400 BLOCK SHUNK ST,700,28785387,Recovered Stolen Motor Vehicle,-75.17145229,39.91816213,28732400
01,E,2006-05-03 19:27:00,2006-05-03,19:27:00,,200601015568,S CARLISLE ST & SHUNK ST,700,28746365,Recovered Stolen Motor Vehicle,-75.17220294,39.91830812,28693378
01,C,2006-05-03 19:19:00,2006-05-03,19:19:00,,200601015571,2200 BLOCK POINTBREEZE AVV,700,28746366,Recovered Stolen Motor Vehicle,,,28693379
01,J,2006-05-03 20:22:00,2006-05-03,20:22:00,,200601015582,2700 BLOCK WOLF ST,400,28744756,Aggravated Assault Firearm,-75.19084473,39.92412037,28691769
01,A,2006-05-04 06:14:00,2006-05-04,06:14:00,,200601015620,1700 BLOCK MIFFLIN ST,700,28744475,Motor Vehicle Theft,-75.17445509,39.92755212,28691488
