DC_DIST,SECTOR,DISPATCH_DATE_TIME,DISPATCH_DATE,DISPATCH_TIME,HOUR,DC_KEY,LOCATION_BLOCK,UCR_GENERAL,OBJECTID,TEXT_GENERAL_CODE,POINT_X,POINT_Y,SHAPE
01,G,2006-01-28 10:34:00,2006-01-28,10:34:00,,200601003492,2900 BLOCK S BROAD ST,700,28723938,Recovered Stolen Motor Vehicle,-75.17252741,39.91338382,28670951
01,J,2006-01-28 13:05:00,2006-01-28,13:05:00,,200601003511,2400 BLOCK RITNER ST,700,28746292,Motor Vehicle Theft,-75.18721005,39.92275955,28693305
01,K,2006-01-28 13:42:00,2006-01-28,13:42:00,,200601003514,2200 BLOCK OREGON AVE,600,28726370,Thefts,-75.18522687,39.91853796,28673383
01,K,2006-01-28 15:02:00,2006-01-28,15:02:00,,200601003520,2300 BLOCK OREGON AVE,600,28755348,Thefts,-75.18686083,39.91880535,28702361
01,E,2006-01-28 21:10:00,2006-01-28,21:10:00,,200601003561,2600 BLOCK S COLORADO ST,300,28746021,Robbery Firearm,-75.17667467,39.91797827,28693034
01,E,2006-01-29 03:07:00,2006-01-29,03:07:00,,200601003614,2200 BLOCK S 16TH ST,600,28887825,Thefts,-75.17345806,39.92272746,28834838
01,J,2006-01-29 09:52:00,2006-01-29,09:52:00,,200601003627,S 25TH ST /W PASSYUNK AVE,300,28746022,Robbery Firearm,-75.18890328,39.92197856,28693035
01,D,2006-01-29 10:18:00,2006-01-29,10:18:00,,200601003629,2800 BLOCK WINTON ST,300,28762502,Robbery Firearm,-75.19358293,39.92657494,28709515
01,J,2006-01-29 12:43:00,2006-01-29,12:43:00,,200601003640,S 24TH ST /W PASSYUNK AVE,600,28726371,Thefts,-75.18727237,39.92226385,28673384
01,J,2006-01-29 16:49:00,2006-01-29,16:49:00,,200601003663,2100 BLOCK S 23RD ST,600,28737661,Thefts,-75.18458451,39.92564581,28684674
01,J,2006-01-29 22:52:00,2006-01-29,22:52:00,,200601003716,2600 BLOCK JACKSON ST,400,28742045,Aggravated Assault Firearm,-75.18988925,39.92568443,28689058
01,A,2006-01-30 09:26:00,2006-01-30,09:26:00,,200601003751,S 17TH ST /MOORE ST,300,28746023,Robbery Firearm,-75.17373062,39.92866974,28693036
01,J,2006-01-30 11:15:00,2006-01-30,11:15:00,,200601003766,2100 BLOCK S 24TH ST,400,28773975,Aggravated Assault No Firearm,-75.18611106,39.92586458,28720988
01,A,2006-01-31 00:38:00,2006-01-31,00:38:00,,200601003853,1800 BLOCK S 17TH ST,700,28746293,Motor Vehicle Theft,-75.17393516,39.92745478,28693306
01,G,2006-01-31 08:23:00,2006-01-31,08:23:00,,200601003876,S 17TH ST /POLLOCK ST,700,28771042,Motor Vehicle Theft,-75.17628865,39.91352694,28718055
01,J,2006-01-31 10:39:00,2006-01-31,10:39:00,,200601003892,2300 BLOCK SNYDER AVE,300,28795711,Robbery Firearm,-75.18442121,39.92624557,28742724
01,F,2006-01-31 11:09:00,2006-01-31,11:09:00,,200601003900,2400 BLOCK S 19TH ST,500,28860285,Burglary Residential,-75.17853844,39.92161159,28807298
01,J,2006-01-31 11:49:00,2006-01-31,11:49:00,,200601003908,2200 BLOCK S 23RD ST,600,28725036,Theft from Vehicle,-75.18468137,39.9247624,28672049
01,J,2006-01-31 14:05:00,2006-01-31,14:05:00,,200601003919,2400 BLOCK S 24TH ST,600,28887826,Thefts,-75.18697725,39.92192299,28834839
01,J,2006-01-31 18:13:00,2006-01-31,18:13:00,,200601003945,S 24TH ST /W PASSYUNK AV,600,28734179,Thefts,-75.18727237,39.92226385,28681192
01,A,2006-02-01 00:37:00,2006-02-01,00:37:00,,200601003986,1500 BLOCK MC KEAN ST,700,28723939,Recovered Stolen Motor Vehicle,-75.17114145,39.92577919,28670952
01,C,2006-02-01 01:44:00,2006-02-01,01:44:00,,200601003989,2000 BLOCK S BUCKNELL ST,400,28742046,Aggravated Assault Firearm,-75.18525052,39.92760734,28689059
01,J,2006-02-01 10:48:00,2006-02-01,10:48:00,,200601004012,2400 BLOCK VARE AV,600,28749714,Thefts,-75.18911362,39.92077054,28696727
01,A,2006-02-01 20:24:00,2006-02-01,20:24:00,,200601004074,S 17TH ST /SNYDER AVE,300,28733063,Robbery No Firearm,-75.17453733,39.92500479,28680076
01,F,2006-02-02 08:01:00,2006-02-02,08:01:00,,200601004135,2000 BLOCK W PASSYUNK AV,600,28742781,Theft from Vehicle,-75.18098301,39.92346518,28689794
01,E,2006-02-02 08:35:00,2006-02-02,08:35:00,,200601004140,S 15TH ST & JACKSON ST,700,28725106,Recovered Stolen Motor Vehicle,-75.17164843,39.92336197,28672119
01,E,2006-02-02 11:43:00,2006-02-02,11:43:00,,200601004159,1400 BLOCK RITNER ST,300,28812577,Robbery No Firearm,-75.17120482,39.92069887,28759590
01,B,2006-02-02 23:10:00,2006-02-02,23:10:00,,200601004235,2200 BLOCK MOORE ST,300,28746024,Robbery Firearm,-75.18200366,39.92969539,28693037
01,A,2006-02-03 01:54:00,2006-02-03,01:54:00,,200601004260,2000 BLOCK S BROAD ST,600,28749715,Thefts,-75.16969795,39.9248987,28696728
01,F,2006-02-03 07:54:00,2006-02-03,07:54:00,,200601004275,S 21ST ST /W PASSYUNK AVE,600,28887827,Thefts,-75.18169866,39.92334658,28834840
01,I,2006-02-03 07:53:00,2006-02-03,07:53:00,,200601004279,2100 BLOCK SORRENTO CT,600,28886657,Thefts,-75.18554372,39.90952331,28833670
01,K,2006-02-03 19:41:00,2006-02-03,19:41:00,,200601004338,S 26TH ST /W PASSYUNK AV,700,28883563,Recovered Stolen Motor Vehicle,-75.19182169,39.92139698,28830576
01,E,2006-02-04 03:15:00,2006-02-04,03:15:00,,200601004393,1600 BLOCK RITNER ST,700,28748303,Recovered Stolen Motor Vehicle,-75.17524172,39.92121577,28695316
01,D,2006-02-04 08:58:00,2006-02-04,08:58:00,,200601004410,1800 BLOCK S 29TH ST,600,28742782,Theft from Vehicle,-75.19365282,39.93009553,28689795
01,J,2006-02-04 08:37:00,2006-02-04,08:37:00,,200601004412,2200 BLOCK CANTRELL ST,600,28742783,Theft from Vehicle,-75.18295589,39.92566989,28689796
01,G,2006-02-04 09:36:00,2006-02-04,09:36:00,,200601004415,2900 BLOCK S SYDENHAM ST,400,28742047,Aggravated Assault Firearm,-75.17431765,39.91380925,28689060
01,E,2006-02-04 11:14:00,2006-02-04,11:14:00,,200601004419,2300 BLOCK S 15TH ST,600,28734180,Thefts,-75.17209907,39.92104283,28681193
01,J,2006-02-04 11:30:00,2006-02-04,11:30:00,,200601004421,2300 BLOCK S 24TH ST,400,28747902,Aggravated Assault No Firearm,-75.18662351,39.92359307,28694915
01,F,2006-02-04 13:48:00,2006-02-04,13:48:00,,200601004444,2200 BLOCK S 21ST ST,300,28733064,Robbery No Firearm,-75.1816924,39.92364563,28680077
01,E,2006-02-04 16:51:00,2006-02-04,16:51:00,,200601004462,1600 BLOCK RITNER ST,700,28748304,Recovered Stolen Motor Vehicle,-75.17377709,39.92103021,28695317
01,E,2006-02-05 01:54:00,2006-02-05,01:54:00,,200601004527,2100 BLOCK S 17TH ST,300,28746025,Robbery Firearm,-75.17453078,39.92477197,28693038
01,C,2006-02-05 16:22:00,2006-02-05,16:22:00,,200601004592,1800 BLOCK S 27TH ST,600,28747690,Theft from Vehicle,-75.1903805,39.93029947,28694703
01,A,2006-02-05 17:10:00,2006-02-05,17:10:00,,200601004595,2000 BLOCK S 17TH ST,700,28746294,Motor Vehicle Theft,-75.17430243,39.9258192,28693307
01,C,2006-02-05 21:08:00,2006-02-05,21:08:00,,200601004617,2200 BLOCK SIGEL ST,300,28746026,Robbery Firearm,-75.18322279,39.92912429,28693039
01,J,2006-02-06 01:26:00,2006-02-06,01:26:00,,200601004638,2100 BLOCK S 23RD ST,600,28886658,Thefts,-75.18445353,39.92627784,28833671
01,A,2006-02-06 14:54:00,2006-02-06,14:54:00,,200601004677,1900 BLOCK S 17TH ST,700,28767550,Motor Vehicle Theft,-75.17423294,39.92662806,28714563
01,J,2006-02-06 16:54:00,2006-02-06,16:54:00,,200601004687,2200 BLOCK RITNER ST,300,28846739,Robbery No Firearm,-75.18517338,39.92252318,28793752
01,G,2006-02-07 08:46:00,2006-02-07,08:46:00,,200601004757,2800 BLOCK S 15TH ST,700,28747109,Motor Vehicle Theft,-75.17319318,39.91643061,28694122
01,B,2006-02-07 11:14:00,2006-02-07,11:14:00,,200601004780,1800 BLOCK SNYDER AVE,500,28778687,Burglary Non-Residential,-75.17609893,39.92525165,28725700
01,B,2006-02-07 13:56:00,2006-02-07,13:56:00,,200601004793,1900 BLOCK SNYDER AV,300,28778498,Robbery No Firearm,-75.17866689,39.92557619,28725511
01,D,2006-02-07 18:00:00,2006-02-07,18:00:00,,200601004824,2800 BLOCK W PASSYUNK AV,600,28740247,Thefts,-75.19389005,39.92117871,28687260
01,J,2006-02-07 19:47:00,2006-02-07,19:47:00,,200601004845,2400 BLOCK S 24TH ST,600,28883986,Thefts,-75.18697725,39.92192299,28830999
01,D,2006-02-08 08:58:00,2006-02-08,08:58:00,,200601004889,1900 BLOCK S NEWKIRK ST,700,28767565,Motor Vehicle Theft,-75.19296611,39.92897975,28714578
01,I,2006-02-08 12:51:00,2006-02-08,12:51:00,,200601004906,3100 BLOCK S UBER ST,600,28746847,Theft from Vehicle,-75.18144158,39.91095284,28693860
01,C,2006-02-08 16:17:00,2006-02-08,16:17:00,,200601004930,2000 BLOCK S ETTING ST,500,28879409,Burglary Residential,-75.19179851,39.92750053,28826422
01,K,2006-02-08 19:14:00,2006-02-08,19:14:00,,200601004938,2300 BLOCK OREGON AVE,600,28748187,Thefts,-75.18671975,39.91878647,28695200
01,A,2006-02-09 08:09:00,2006-02-09,08:09:00,,200601004997,1900 BLOCK S 16TH ST,300,28766018,Robbery No Firearm,-75.17248027,39.92721182,28713031
01,K,2006-02-09 12:33:00,2006-02-09,12:33:00,,200601005021,S 26TH ST /SCHUYLKILL EXPY,400,28725543,Aggravated Assault No Firearm,-75.19071139,39.92208466,28672556
01,F,2006-02-10 08:47:00,2006-02-10,08:47:00,,200601005115,2100 BLOCK S WOODSTOCK ST,700,28749822,Recovered Stolen Motor Vehicle,-75.18002283,39.9252184,28696835
01,E,2006-02-10 09:13:00,2006-02-10,09:13:00,,200601005126,1500 BLOCK WOLF ST,600,28850863,Thefts,-75.17248308,39.92214854,28797876
01,K,2006-02-10 10:12:00,2006-02-10,10:12:00,,200601005127,S 26TH ST /SCHUYLKILL EXPY,400,28725544,Aggravated Assault No Firearm,-75.19071139,39.92208466,28672557
01,M,2006-02-10 10:01:00,2006-02-10,10:01:00,,200601005133,4900 BLOCK S 11TH ST,600,28883987,Thefts,-75.17034531,39.89174791,28831000
01,C,2006-02-10 11:14:00,2006-02-10,11:14:00,,200601005134,2600 BLOCK MOORE ST,600,28740248,Thefts,-75.18943956,39.93064882,28687261
01,E,2006-02-10 10:55:00,2006-02-10,10:55:00,,200601005143,2400 BLOCK S BROAD ST,600,28883988,Thefts,-75.17073901,39.92020749,28831001
01,C,2006-02-10 12:35:00,2006-02-10,12:35:00,,200601005146,2200 BLOCK MOORE ST,600,28883989,Thefts,-75.18312941,39.92983801,28831002
01,K,2006-02-10 12:42:00,2006-02-10,12:42:00,,200601005149,2000 BLOCK OREGON AV,600,28724476,Thefts,-75.18096967,39.91794682,28671489
01,J,2006-02-10 17:06:00,2006-02-10,17:06:00,,200601005179,2300 BLOCK BAILEY TER,600,28745421,Thefts,-75.19028455,39.92370865,28692434
01,A,2006-02-11 08:05:00,2006-02-11,08:05:00,,200601005258,2000 BLOCK S BROAD ST,300,28778499,Robbery No Firearm,-75.16969795,39.9248987,28725512
01,I,2006-02-11 08:24:00,2006-02-11,08:24:00,,200601005261,2000 BLOCK CAPRI CT,500,28739226,Burglary Non-Residential,-75.18257949,39.91044598,28686239
01,F,2006-02-11 14:57:00,2006-02-11,14:57:00,,200601005294,1800 BLOCK RITNER ST,600,28883990,Thefts,-75.17788608,39.92164159,28831003
01,J,2006-02-11 21:29:00,2006-02-11,21:29:00,,200601005318,2300 BLOCK OREGON AVE,600,28739751,Thefts,-75.18605724,39.91874807,28686764
01,E,2006-02-11 21:31:00,2006-02-11,21:31:00,,200601005319,2300 BLOCK S CARLISLE ST,700,28747110,Motor Vehicle Theft,-75.17141676,39.9216572,28694123
01,F,2006-02-12 19:44:00,2006-02-12,19:44:00,,200601005400,S 20TH ST /OREGON AVE,600,28748188,Thefts,-75.18090248,39.91798033,28695201
01,D,2006-02-12 23:10:00,2006-02-12,23:10:00,,200601005419,2100 BLOCK TANEY TER,400,28777185,Aggravated Assault No Firearm,-75.19091479,39.9264496,28724198
01,K,2006-02-13 07:28:00,2006-02-13,07:28:00,,200601005438,2000 BLOCK PENROSE AV,600,28744890,Theft from Vehicle,-75.18235743,39.91292606,28691903
01,E,2006-02-13 09:12:00,2006-02-13,09:12:00,,200601005442,1400 BLOCK WOLF ST,600,28746848,Theft from Vehicle,-75.17034203,39.92185667,28693861
01,A,2006-02-13 17:47:00,2006-02-13,17:47:00,,200601005487,1700 BLOCK MOORE ST,700,28723918,Recovered Stolen Motor Vehicle,-75.17437392,39.92871223,28670931
01,G,2006-02-13 19:08:00,2006-02-13,19:08:00,,200601005497,1900 BLOCK JOHNSTON ST,600,28739752,Thefts,-75.18038335,39.91667342,28686765
01,K,2006-02-13 20:31:00,2006-02-13,20:31:00,,200601005502,S 20TH ST /PENROSE AV,600,28879342,Thefts,-75.18194932,39.913193,28826355
01,C,2006-02-14 15:07:00,2006-02-14,15:07:00,,200601005564,2400 BLOCK MCKEAN ST,400,28811536,Aggravated Assault No Firearm,-75.18602769,39.92769793,28758549
01,J,2006-02-14 17:30:00,2006-02-14,17:30:00,,200601005580,2400 BLOCK SNYDER AVE,700,28747111,Motor Vehicle Theft,-75.18640997,39.92649666,28694124
01,J,2006-02-15 10:01:00,2006-02-15,10:01:00,,200601005693,2400 BLOCK S 24TH ST,600,28739753,Thefts,-75.18710292,39.92137195,28686766
01,C,2006-02-15 16:18:00,2006-02-15,16:18:00,,200601005719,2600 BLOCK DUDLEY ST,300,28766019,Robbery No Firearm,-75.1890939,39.92875057,28713032
01,F,2006-02-16 08:11:00,2006-02-16,08:11:00,,200601005806,S 19TH ST /JACKSON ST,600,28746849,Theft from Vehicle,-75.17792968,39.92417926,28693862
01,J,2006-02-16 13:43:00,2006-02-16,13:43:00,,200601005839,2600 BLOCK JACKSON ST,700,28747112,Motor Vehicle Theft,-75.18968196,39.92567152,28694125
01,A,2006-02-16 14:33:00,2006-02-16,14:33:00,,200601005841,1700 BLOCK SNYDER AVE,600,28752909,Thefts,-75.17505598,39.92511057,28699922
01,E,2006-02-16 20:53:00,2006-02-16,20:53:00,,200601005888,2400 BLOCK S 16TH ST,300,28842880,Robbery No Firearm,-75.17381241,39.92103123,28789893
01,B,2006-02-17 11:46:00,2006-02-17,11:46:00,,200601005945,S 21ST ST /SNYDER AVE,700,28747113,Motor Vehicle Theft,-75.18116079,39.92585956,28694126
01,E,2006-02-17 12:25:00,2006-02-17,12:25:00,,200601005954,2100 BLOCK S CHADWICK ST,600,28737615,Theft from Vehicle,-75.17416101,39.92385636,28684628
01,J,2006-02-17 14:51:00,2006-02-17,14:51:00,,200601005962,2600 BLOCK W PASSYUNK AVE,600,28740249,Thefts,-75.19069371,39.92166114,28687262
01,K,2006-02-17 16:43:00,2006-02-17,16:43:00,,200601005975,2200 BLOCK OREGON AVE,600,28813957,Thefts,-75.18555273,39.91857827,28760970
01,E,2006-02-17 20:10:00,2006-02-17,20:10:00,,200601006006,S 15TH ST /PORTER ST,400,28725545,Aggravated Assault No Firearm,-75.17244914,39.91963052,28672558
01,I,2006-02-18 11:54:00,2006-02-18,11:54:00,,200601006118,3400 BLOCK CPRI COURT,600,28875047,Thefts,-75.18565199999999,39.90939285,28822060
01,J,2006-02-18 11:46:00,2006-02-18,11:46:00,,200601006119,2300 BLOCK S BUCKNELL ST,500,28883448,Burglary Residential,-75.18602585,39.92360432,28830461
01,J,2006-02-18 13:57:00,2006-02-18,13:57:00,,200601006127,2300 BLOCK OREGON AVE,600,28748189,Thefts,-75.18671975,39.91878647,28695202
01,J,2006-02-18 15:07:00,2006-02-18,15:07:00,,200601006129,S 23RD ST /W PASSYUNK AV,600,28740250,Thefts,-75.18520473,39.92258356,28687263
01,K,2006-02-18 20:21:00,2006-02-18,20:21:00,,200601006160,2200 BLOCK OREGON AVE,600,28739754,Thefts,-75.18522687,39.91853796,28686767
01,A,2006-02-19 05:45:00,2006-02-19,05:45:00,,200601006202,1800 BLOCK S 18TH ST,300,28743895,Robbery Firearm,-75.17539865,39.92814842,28690908
01,C,2006-02-19 11:42:00,2006-02-19,11:42:00,,200601006222,2200 BLOCK MCKEAN ST,300,28767354,Robbery Firearm,-75.1825083,39.92723993,28714367
01,C,2006-02-19 15:25:00,2006-02-19,15:25:00,,200601006238,1800 BLOCK S 28TH ST,600,28875048,Thefts,-75.19191334,39.93014103,28822061
01,C,2006-02-19 21:34:00,2006-02-19,21:34:00,,200601006258,1800 BLOCK S 25TH ST,400,28737840,Aggravated Assault Firearm,-75.18722325,39.92978675,28684853
01,J,2006-02-20 12:44:00,2006-02-20,12:44:00,,200601006339,2700 BLOCK PASSYUNK AVE UNK AV,700,28747631,Recovered Stolen Motor Vehicle,-75.19274429,39.92128449,28694644
01,K,2006-02-20 13:28:00,2006-02-20,13:28:00,,200601006340,2300 BLOCK OREGON AVE,600,28748190,Thefts,-75.18699961,39.91883469,28695203
01,I,2006-02-21 09:02:00,2006-02-21,09:02:00,,200601006425,3100 BLOCK S 18TH ST,600,28743500,Theft from Vehicle,-75.17791075,39.9117119,28690513
01,K,2006-02-21 16:27:00,2006-02-21,16:27:00,,200601006465,2300 BLOCK OREGON AVE,600,28743623,Thefts,-75.18699961,39.91883469,28690636
01,L,2006-02-21 16:58:00,2006-02-21,16:58:00,,200601006469,3600 BLOCK SHEAFF LN,600,28745255,Thefts,-75.1926546,39.90230885,28692268
01,K,2006-02-21 17:18:00,2006-02-21,17:18:00,,200601006471,2300 BLOCK OREGON AVE,600,28754022,Thefts,-75.18671975,39.91878647,28701035
01,F,2006-02-21 20:16:00,2006-02-21,20:16:00,,200601006502,2300 BLOCK S 21ST ST,600,28814706,Theft from Vehicle,-75.18171052,39.92303241,28761719
01,C,2006-02-21 22:44:00,2006-02-21,22:44:00,,200601006518,S 27TH ST /SNYDER AVE,300,28743032,Robbery No Firearm,-75.19100998,39.92712566,28690045
01,J,2006-02-22 06:44:00,2006-02-22,06:44:00,,200601006544,2200 BLOCK S HEMBERGER ST,600,28743501,Theft from Vehicle,-75.18435837,39.92397678,28690514
01,G,2006-02-22 12:17:00,2006-02-22,12:17:00,,200601006574,2800 BLOCK S 19TH ST,700,28745571,Recovered Stolen Motor Vehicle,-75.17970845,39.91625467,28692584
01,A,2006-02-23 09:33:00,2006-02-23,09:33:00,,200601006673,CHADWICK  /MIFFLIN ST,300,28733968,Robbery Firearm,-75.17342723,39.92736417,28680981
01,D,2006-02-23 14:37:00,2006-02-23,14:37:00,,200601006687,2800 BLOCK CANTRELL ST,400,28779264,Aggravated Assault No Firearm,-75.19399861,39.92698705,28726277
01,J,2006-02-24 04:05:00,2006-02-24,04:05:00,,200601006766,S 23RD ST /W PASSYUNK AVE,300,28836247,Robbery Firearm,-75.18520473,39.92258356,28783260
01,K,2006-02-24 06:56:00,2006-02-24,06:56:00,,200601006774,2000 BLOCK PENROSE AVE,600,28742149,Thefts,-75.18239562,39.91301639,28689162
01,J,2006-02-24 15:36:00,2006-02-24,15:36:00,,200601006807,2300 BLOCK S BUCKNELL ST,500,28887738,Burglary Residential,-75.18602585,39.92360432,28834751
01,D,2006-02-24 17:16:00,2006-02-24,17:16:00,,200601006825,2800 BLOCK SNYDER AVE,300,28743033,Robbery No Firearm,-75.19262496,39.92729054,28690046
01,F,2006-02-24 18:29:00,2006-02-24,18:29:00,,200601006826,2100 BLOCK DORRANCE ST,600,28745256,Thefts,-75.17719674,39.92526714,28692269
01,A,2006-02-25 15:55:00,2006-02-25,15:55:00,,200601006931,2000 BLOCK S 15TH ST,700,28742499,Recovered Stolen Motor Vehicle,-75.17120345,39.92569739,28689512
01,F,2006-02-25 21:01:00,2006-02-25,21:01:00,,200601006967,21ST & PASSYUNK AVT,700,28726407,Motor Vehicle Theft,,,28673420
01,B,2006-02-25 23:34:00,2006-02-25,23:34:00,,200601006991,2000 BLOCK MOORE ST,400,28735803,Aggravated Assault No Firearm,-75.17944896,39.92936841,28682816
01,J,2006-02-26 06:39:00,2006-02-26,06:39:00,,200601007030,2400 BLOCK DURFOR ST,700,28892720,Recovered Stolen Motor Vehicle,-75.18703007,39.92359591,28839733
01,J,2006-02-26 11:59:00,2006-02-26,11:59:00,,200601007047,2300 BLOCK S HEMBERGER ST,600,28743502,Theft from Vehicle,-75.18452503,39.92324017,28690515
01,K,2006-02-26 14:00:00,2006-02-26,14:00:00,,200601007063,2300 BLOCK OREGON AVE,600,28765444,Thefts,-75.18671975,39.91878647,28712457
01,B,2006-02-26 17:50:00,2006-02-26,17:50:00,,200601007082,1800 BLOCK S SNYDER AVE R AVE,700,28726408,Motor Vehicle Theft,-75.1761151,39.92516074,28673421
01,J,2006-02-27 09:31:00,2006-02-27,09:31:00,,200601007138,2200 BLOCK WINTON ST,500,28749068,Burglary Residential,-75.18398341,39.92533336,28696081
01,K,2006-02-27 14:24:00,2006-02-27,14:24:00,,200601007153,2300 BLOCK OREGON AVE,600,28743624,Thefts,-75.18699961,39.91883469,28690637
01,K,2006-02-27 14:52:00,2006-02-27,14:52:00,,200601007156,2300 BLOCK OREGON AVE,600,28743625,Thefts,-75.18671975,39.91878647,28690638
01,E,2006-02-27 19:17:00,2006-02-27,19:17:00,,200601007182,1700 BLOCK PORTER ST,700,28745498,Motor Vehicle Theft,-75.17564927,39.91998384,28692511
01,A,2006-02-27 18:14:00,2006-02-27,18:14:00,,200601007183,1900 BLOCK S MOLE ST,500,28739517,Burglary Residential,-75.17183225,39.92713766,28686530
01,A,2006-02-27 19:53:00,2006-02-27,19:53:00,,200601007184,2000 BLOCK S BROAD ST,600,28743626,Thefts,-75.16969795,39.9248987,28690639
01,A,2006-02-27 20:27:00,2006-02-27,20:27:00,,200601007185,2000 BLOCK S BROAD ST,400,28723719,Aggravated Assault No Firearm,-75.16969795,39.9248987,28670732
01,F,2006-02-28 04:02:00,2006-02-28,04:02:00,,200601007217,2100 BLOCK S BEECHWOOD ST,600,28740271,Theft from Vehicle,-75.18234922,39.92496985,28687284
01,C,2006-02-28 08:23:00,2006-02-28,08:23:00,,200601007225,2200 BLOCK MC KEAN ST,500,28887739,Burglary Residential,-75.18338882,39.92744089,28834752
01,K,2006-02-28 09:53:00,2006-02-28,09:53:00,,200601007232,S 22ND ST /OREGON AVE,600,28765445,Thefts,-75.18440515,39.91845186,28712458
01,F,2006-02-28 12:36:00,2006-02-28,12:36:00,,200601007251,2100 BLOCK S 19TH ST,700,28745499,Motor Vehicle Theft,-75.17773446,39.92536983,28692512
01,J,2006-03-01 00:05:00,2006-03-01,00:05:00,,200601007329,2700 BLOCK W PASSYUNK AVE,600,28743627,Thefts,-75.19381162,39.92118607,28690640
01,J,2006-03-01 13:20:00,2006-03-01,13:20:00,,200601007382,2300 BLOCK JACKSON ST,600,28745257,Thefts,-75.18468305,39.92508551,28692270
01,B,2006-03-01 18:24:00,2006-03-01,18:24:00,,200601007419,2000 BLOCK SIGEL ST,500,28831512,Burglary Residential,-75.17943634,39.928544360000004,28778525
01,A,2006-03-01 21:14:00,2006-03-01,21:14:00,,200601007429,2000 BLOCK S BROAD ST,600,28743628,Thefts,-75.16969795,39.9248987,28690641
01,A,2006-03-02 11:22:00,2006-03-02,11:22:00,,200601007489,1700 BLOCK MC CLELLAN ST,700,28871875,Recovered Stolen Motor Vehicle,-75.17388342,39.9281935,28818888
01,E,2006-03-02 12:35:00,2006-03-02,12:35:00,,200601007492,2500 BLOCK S 17TH ST,700,28871876,Recovered Stolen Motor Vehicle,-75.17575911,39.9190398,28818889
01,J,2006-03-02 13:09:00,2006-03-02,13:09:00,,200601007493,2400 BLOCK S 23RD ST,600,28746520,Thefts,-75.18526518,39.92254622,28693533
01,D,2006-03-02 12:59:00,2006-03-02,12:59:00,,200601007496,2800 BLOCK JACKSON ST,700,28745500,Motor Vehicle Theft,-75.19344112,39.92611456,28692513
01,F,2006-03-02 14:38:00,2006-03-02,14:38:00,,200601007508,2100 BLOCK S GARNET ST,600,28887348,Thefts,-75.17832258,39.9247691,28834361
01,K,2006-03-02 16:25:00,2006-03-02,16:25:00,,200601007523,2300 BLOCK OREGON AVE,600,28743629,Thefts,-75.18613355,39.91866824,28690642
01,J,2006-03-02 18:49:00,2006-03-02,18:49:00,,200601007542,2400 BLOCK S 24TH ST,600,28765962,Thefts,-75.18710292,39.92137195,28712975
01,B,2006-03-03 07:34:00,2006-03-03,07:34:00,,200601007593,1800 BLOCK MC CLELLAN ST,700,28745501,Motor Vehicle Theft,-75.17618447,39.92850613,28692514
01,D,2006-03-03 09:38:00,2006-03-03,09:38:00,,200601007610,2800 BLOCK JACKSON ST,700,28745572,Recovered Stolen Motor Vehicle,-75.19325725,39.92617626,28692585
01,K,2006-03-03 11:26:00,2006-03-03,11:26:00,,200601007625,2300 BLOCK OREGON AVE,600,28743630,Thefts,-75.18699961,39.91883469,28690643
01,K,2006-03-03 17:17:00,2006-03-03,17:17:00,,200601007667,2200 BLOCK OREGON AVE,600,28765963,Thefts,-75.18555273,39.91857827,28712976
01,K,2006-03-03 17:57:00,2006-03-03,17:57:00,,200601007670,2200 BLOCK OREGON AVE,600,28743631,Thefts,-75.18555273,39.91857827,28690644
01,J,2006-03-04 00:58:00,2006-03-04,00:58:00,,200601007715,2400 BLOCK OREGON AVE,300,28733969,Robbery Firearm,-75.18733948,39.91895526,28680982
01,A,2006-03-04 05:43:00,2006-03-04,05:43:00,,200601007732,1800 BLOCK S BANCROFT ST,600,28775323,Thefts,-75.1727637,39.92850017,28722336
01,K,2006-03-04 14:16:00,2006-03-04,14:16:00,,200601007756,2200 BLOCK OREGON AVE,600,28743632,Thefts,-75.18522687,39.91853796,28690645
01,A,2006-03-04 19:23:00,2006-03-04,19:23:00,,200601007784,S 18TH ST /SIGEL ST,400,28767045,Aggravated Assault Firearm,-75.17547098,39.92807472,28714058
01,A,2006-03-04 19:23:00,2006-03-04,19:23:00,,200601007785,S 18TH ST /SIGEL ST,400,28767046,Aggravated Assault Firearm,-75.17547098,39.92807472,28714059
01,B,2006-03-04 18:41:00,2006-03-04,18:41:00,,200601007789,1800 BLOCK S 18TH ST,400,28767047,Aggravated Assault Firearm,-75.17534902,39.92887039,28714060
01,E,2006-03-05 11:03:00,2006-03-05,11:03:00,,200601007882,2300 BLOCK S BROAD ST,300,28743034,Robbery No Firearm,-75.17037445,39.92186498,28690047
01,F,2006-03-05 11:57:00,2006-03-05,11:57:00,,200601007890,2100 BLOCK S OPAL ST,300,28733970,Robbery Firearm,-75.17875227,39.92550692,28680983
01,B,2006-03-05 18:14:00,2006-03-05,18:14:00,,200601007937,1900 BLOCK S BEECHWOOD ST,600,28753329,Thefts,-75.18178927,39.92808852,28700342
01,B,2006-03-05 22:35:00,2006-03-05,22:35:00,,200601007968,1800 BLOCK MC CLELLAN ST,700,28745573,Recovered Stolen Motor Vehicle,-75.17658888,39.92855827,28692586
01,G,2006-03-06 07:13:00,2006-03-06,07:13:00,,200601008009,2900 BLOCK S 19TH ST,600,28736526,Thefts,-75.17970686,39.91445232,28683539
